3.28244E+17,N,If I become high I will not increase the lamotrigine as this will fuel the sleep problems
3.28245E+17,N,"I will take 2.5 mg olanzapine and Zopiclone to settle my sleep.I will intervene early, and not leave things until I am euphoric"
3.28268E+17,N,"Want to quit #smoking? Try nicotine replacement therapy like gum, lozenges & patches to help end your cravings #OLW"
3.28273E+17,N,Venlafaxine is not my friend...
3.28283E+17,N,who wants 2 buy nicotine lozenges frum me!! all the high of a cigarette without the smoke!!!!!
3.28326E+17,N,"Survived the non-Venlafaxine disaster with Diazepam. Home now, thank fuck, with the medication & some Zop imbibed. Should be OKish tomorrow."
3.28326E+17,N,"If I HADNâ€™T got the Venlafaxine, tomorrow would have been BEYOND a disaster. That stuff is insidious & cruel. But sadly necessary :("
3.28394E+17,N,"Popped a trazodone, I'm sleepin! "
3.28435E+17,Y,First day of reduction back down to normal dose of lamotrigine-before I could literally feel it irritating my nerve endings
3.28453E+17,N,RT @WvSchaik: Antibiotic levels in nature: ciprofloxacin concentration in hospital sewage (2 - 14 ng/ml); municipal sewage (0.1 - 0.3 ng/ml)
3.28464E+17,Y,Ok brain & body. We need a chat about oversleeping and overeating since taking Olanzapine again #tuboficecream #timetochange #junkfood #gym
3.2848E+17,N,Install Star Wars: Knights of the Old Republic II (The Sith Lords) today or not? :-/ #starwars #lazysunday #olanzapine
3.28529E+17,Y,Reducing the lamotrigine is grim. Exhausted and grumpy. Got another 2 weeks of this yet. Wondering if I'm doing the right thing?
3.28554E+17,N,"@mhigby Melatonin is often incorrectly prescribed. Try trazodone. Cheaper. Non-addictive. Prevents ""thought cycles"" that inhibit sleep."
3.28601E+17,N,"Hehe, trazodone is sometimes called trazoBONE because of its priapism effects. #medschool #pharmacology #mature"
3.28617E+17,Y,Why does tapering down lamotrigine feel as yucky as stepping it up? #soreashell
3.28618E+17,N,My GP should write on the Venlafaxine prescription Avoid #TheVillage.
3.28655E+17,N,"antipsychotics: quetiapine (sedation); olanzapine, risperidone, aripiprazole, lithium as augmenting agent"
3.287E+17,N,thank you Lord I do have another Trazodone! Good night.
3.28786E+17,N,"LOL NO. None are anti-psychotics. Dextromethorphan is Robitussin, Clonazepam is for anxiety like Xanax, and Fluoxetine is Prozac. WTF FRINGE"
3.28886E+17,N,Did you know that in the US they put Fluoxetine in the main water supplies. This ingredient is also known as Prozac! :(
3.28897E+17,Y,Anyone taking lamotrigine suffer with headaches weeks after starting the med?
3.28899E+17,N,"I can't wait for the drug disposal day in my city. I took the freaking Trazodone by mistake again and if the problem doesn't go away, ER :/"
3.28938E+17,N,Fun Facts: Do you know what Medications are 4 bipolar depression? Currently #FDA approve combo of #olanzapine & #fluoxetine
3.28962E+17,N,My mum is offering me nicotine lozenges.. Bitch fuck off manz needs a fag
3.28973E+17,N,@HealthyPlace what's are you're thoughts on venlafaxine ?
3.28981E+17,N,"@ThePharmacyPen if I'm talking 2a little pen,then I certainly need highest dose of quetiapine! U r so dear 2me o'pen! Can't live without u"
3.28983E+17,N,"@CassieW78 I'm on topirimate, lamotrigine and retigabine. I was down to 1 T.C fit every 3 mths but now the retigabine has given me 1/2"
3.28992E+17,N,@DaniGearbench Venlafaxine. It's the best so far but all SSRI/SNRI meds carry the suicide risk.
3.29001E+17,N,@ecrjones That's the stupid thing. I sleep fine on 600mg quetiapine. I very rarely struggle to sleep. So there's nothing TO fear :-/
3.29003E+17,N,"*shudder* Fluoxetine, You taste HORRIBLE."
3.29007E+17,N,"@BorderlineStory i see, I'm not sure what they all are tbh. I'm on quetiapine, citalopram, ameprozole and melatonin:("
3.29023E+17,N,i'm feeling such highs and lows... ughhhhh please just balance out #fluoxetine
3.29039E+17,N,TRAZODONE 50MG AT BEDTIME PAROXETINE 10MG MEGZYDUS MTH DAILY CITALOPRAM 20MG JULY2010 NEEDD BREYNOSO MD A MILLER CC/FILE STR EMT ...
3.29043E+17,N,Fun Facts: Do U know what Medications are 4 bipolar depression? Currently #FDA approve combination of #olanzapine & #fluoxetine
3.29056E+17,N,None of this putting-off-my-trazodone-and-thinking-myself-to-morning-madness bullshit tonight Im just tossing it back like its a Vicodin
3.2906E+17,N,"@river__tam oh :( hoping it is great bedwise! *hugs* im falling asleepp cos i took olanzapine so vanishing now, sorry"
3.29074E+17,N,Trazodone does the magic baby
3.29075E+17,N,"So, I have to try and sleep. Trazodone here I come. _(._.)_"
3.29137E+17,N,Waiting on the Trazodone to kick in. Going shopping with Amanda Kaye & the fam tomorrow! xD
3.29141E+17,N,Haladol and Trazodone time. Would be a true all nighter but for probation tomorrow. Yep. Again.
3.29167E+17,N,"@Gingersquirrel ...could mean I'm going high again. But I have extra quetiapine I can take, just in case."
3.29208E+17,N,@MalonionArmyNo1 yeah I take Lamotrigine 25mg every morning. Thankfully my fits are under control. You still get fits with meds?
3.29245E+17,N,Feeling the effects of oxymetazoline with venlafaxine :(
3.29259E+17,N,"second-line: buspirone (lower abuse potential, longer onset, less sedation than bzdps), quetiapine (really...), others in guideline"
3.29269E+17,N,Who knew grapefruit juice increased levels of Quetiapine?! I'm sure most Dietitians did but that's not the point! #geektweet
3.29276E+17,N,Lyrically I'm dope enough to ass-fuck the dude who made nicotine
3.29293E+17,N,"@Tooba_Sd I found clozapine to be the most sedating, what dose of olanzapine were you on?"
3.29313E+17,N,"So, the lamotrigine is no more. All I have taken today is a diazepam as things were going a bit quickly. It's good to be me again :)"
3.29328E+17,N,"bisphosphonates (alendronate, etidronate, risedronate, IV zoledronate): empty stomach w water (esophageal erosion), GI, altered taste, ONJ"
3.29329E+17,N,@DoodahM yea he said lamotrigine ( lamitcal) or keppra :p
3.29355E+17,N,"I take this medicayion.. lol.. ""@JakobSiebert: Fluoxetine"""
3.29392E+17,N,"@brokenmind_ they mentioned quetiapine for me ages ago, but have changed their mind now. Want to give me nothing. Not happy!"
3.294E+17,N,@UltimateMzB just on quetiapine atm. Was on an antidepressant but came off it in the last 1-2 yrs. Have really struggled to get psychs to
3.29433E+17,N,Sometimes I wish I still had nicotine lozenges just so I could put one in my mouth before bed and have crazy dreams #likerightnow
3.29437E+17,N,Time for ciprofloxacin (again) .. Bbfftt
3.2944E+17,Y,"Actually it was more like a prison but with nurses instead of guards, olanzapine pill n IM= #zombies"
3.29452E+17,N,finally found the trazodone ! adiosss 
3.29516E+17,Y,"@ecrjones Coming off lamotrigine has been as bad as going up on it. Poorly tummy, tiredness, feeling disconnected"
3.29521E+17,N,"@Knitting_Boo @RobynPetersen26 @cheer_bear13 They haven't, sadly. The whole problem is that on quetiapine I *always* have a good night...."
3.29523E+17,N,"#2 suggestion: ""try medication"". I'm on pregabalin 300mg/day for anxiety and fluoxetine 40mg/day for depression. It helps. Not enough. Next?"
3.29554E+17,N,Fluoxetine and Alcohol - Friday should be a good one!
3.29557E+17,N,@marcmaron make sure you are equipped with plenty of nicotine lozenges -- and good luck
3.2956E+17,N,Do you know what Meds are R for bipolar depression? Currently #FDA approved #quetiapine AKA Seroquel
3.29569E+17,N,I have been put on fluoxetine and I heard it suppresses your appetite! GIVE ME ALL YOU HAVE
3.29571E+17,N,Fun Facts: Do U know what Medications are R for bipolar depression? Currently #FDA approved #quetiapine AKA #Seroquel
3.2962E+17,N,"@JeSuisUnDan it's the only way to go about your business with any degree of peace ... Regular, planned naps ... And fluoxetine"
3.29639E+17,N,Psychiatrist said I was doing better. The downside is that she wants me to stay on olanzapine till December. #appointment
3.29644E+17,Y,"Only one day in and Mirtazapine is like fluoxetine all over again, it just makes me so tiered"
3.29646E+17,N,Four Tops- Olanzapine and a good mental health consultant in Acapulco #PopstarDemands
3.29655E+17,N,"Chemoprophylaxis for neisseria dis.: sulphonamide rifampicin ciprofloxacin, treatment: penicillin cephalosporin kalau allergy kat penicilin"
3.29669E+17,N,Do U know what Meds are R for bipolar depression? Currently #FDA approved #quetiapine AKA #Seroquel
3.29674E+17,N,Do U know what Meds are 4 bipolar depression? Currently #FDA approve combo of #olanzapine & #fluoxetine
3.29687E+17,N,Not ready to kick the habit? Try nicotine lozenges. They help users cut back even when they thought they didn't want to quit.
3.29692E+17,N,@Leannebrisk As my Twitter psych nurse you should know I'm starting a gradual Venlafaxine withdrawal from tmrw. I may explode or become mad.
3.29692E+17,N,Do you know what Medications are R for Mania? Currently #FDA approved: #quetiapine AKA #Seroquel
3.29698E+17,N,@Sectioned_ @HilaryMarmot POOR THINGS! They wanna try withdrawal from venlafaxine. Think I might sue the Pharma Company.
3.297E+17,N,nicotine lozenges are pretty gross
3.29724E+17,N,Do you know what Meds are 4 bipolar depression? Currently #FDA approve combination of #olanzapine & #fluoxetine
3.29729E+17,Y,"@calyxxx same with venlafaxine, 1 user I spoke to yrs ago stopped taking that when she started having acid like trips losing hours at a time"
3.29968E+17,N,Alendronate + Cholecalciferol = Fosavance #Memorization
3.29969E+17,N,weetabix + tea + fluoxetine
3.29974E+17,N,Me: How is your depression now that youâ€™re on Fluoxetine? Pt: I donâ€™t have depression. I have fibromyalgia. Me: <sigh>
3.29985E+17,N,trazodone party at my house tonight
3.29986E+17,N,I know consultant physicians who prescribe levofloxacin for no reason.They have no right to be called doctors either!
3.30015E+17,N,"Prozac (fluoxetine) is a medication prescribed to regulate and balance levels of serotonin in the brain,"
3.30017E+17,Y,"Despite a difficult meeting with HR today I feel good, I feel chilled, I feel happy but I still feel fat! #olanzapine"
3.30026E+17,N,"Ciprofloxacin has its commerce up-to-datish diverse sectors too have eyes for herbal, sustained note supplements:"
3.30026E+17,Y,"Me: Why have I been sectioned, what psychotic symptoms do I have? Psychiatrist: Dancing. I am now addicted to the antipsychotic olanzapine"
3.30045E+17,N,@mycuriousmind 600mg quetiapine and 45mg mirtazipine
3.30054E+17,Y,@Raj1410 I'm now on venlafaxine my main issue is the cataplexy haha just ask @hannahrogerson this is the third I've tried. What are you on?
3.30056E+17,N,@Bella_astre @Mrs_KittyO I've had chronic insomnia for as long as I can remember because my brain won't shut up. Low dose of Quetiapine...
3.30057E+17,N,@Mrs_KittyO @Bella_astre have had zopiclone when I'm in a bad patch. Even two of max dose only just helped. Quetiapine has been lifesaver.
3.30093E+17,N,@YoniFreedhoff that's why they love to treat anorexia nervosa with olanzapine.
3.30101E+17,N,@Chomskyrocks I'm actually on lamotrigine 200mg 100 in morning 100 at nite - works
3.30102E+17,N,@blondenfun1 @censorednewsnow @thesecondgoing @JodiBenedict new drugs such as olanzapine increase risk of stroke and heart attack 4 times
3.30121E+17,N,Fun Facts: Do U know what Meds are R for bipolar depression? Currently #FDA approved #quetiapine AKA #Seroquel
3.30131E+17,N,Do you know what Medications are 4 bipolar depression? Currently #FDA approve combo of #olanzapine & #fluoxetine
3.30154E+17,Y,"@river__tam olanzapine is amazing srsly, the dreams are immense, no addiction, its gorgeous, like brave new world soma to me"
3.3018E+17,N,"@TAPNA2013 didnt a recent Vic RCT in ED show olanzapine as good as droperidol, when either combined with midaz?"
3.30182E+17,N,Trazodone can give you a 4 hour erection. And it's a sleeping pill.
3.30248E+17,N,"My fluoxetine has gone walkabouts, so I apologise in advance for my horrid attitude."
3.30285E+17,N,@pillowfort fluoxetine was my god for a short time. Disagree that girls help with depression though..
3.303E+17,N,"Hello #BPDfriends et al. Ladies specifically, if you take/have taken #quetiapine / #seroquel I'd like to have a DM chat- msg me please, TY!"
3.3032E+17,N,My Trazodone be havin me gonee
3.30325E+17,N,"@WillsDill heavy metal pumping through the veins! Right on! Or not... I used the nicotine free ones. don't even try lozenges, fuckin gross."
3.30358E+17,N,There are other drugs in development. Large randomized study of memantine under way for core symptoms. #autismchat
3.30391E+17,N,"@marg1nal @lobeline - In my case, thank GOD for Fluoxetine. I'd be dead or in prison without it."
3.30407E+17,Y,Only problem is the ride has fuelled the olanzapine munchies. I was a nightmare in the supermarket tonight!
3.30413E+17,N,Fun Facts: Do you know what Meds R 4 bipolar depression? Currently #FDA approve combination of #olanzapine & #fluoxetine
3.30414E+17,N,"@garethslee I missed its screwed upness when I was on fluoxetine, although it got screwed up in other ways then!"
3.30433E+17,N,Evening dose of lithium and olanzapine really knocks me out. In bed at 10.30pm on a friday night. Rock and roll...#mylife
3.30441E+17,N,@Ollerspure They call me dr fluoxetine amongst other things
3.30454E+17,N,"Risk factors for SUDEP: frequent sz, AED polytherapy, early age sz onset, subtherapeutic levels, male, carbamazepine or lamotrigine use."
3.30458E+17,Y,"@Wee_Jendo Nicotine lozenges. If I go cold turkey I canâ€™t think (or see) straight, so I canâ€™t work."
3.30467E+17,Y,"@KieraRampton It's called lamotrigine, I'm pretty sure the mix of them both is making me sick. I don't think bipolar & ADD mix very well.."
3.30467E+17,N,"Ciprofloxacin has its dealings vestibule supplementary sectors more correspondent herbal, uncounterfeited supple:"
3.30511E+17,N,Everything is possible with LUNAFLY Fluoxetine ROFL
3.30515E+17,N,"Everything is possible with Lunafly fluoxetine so, take this pill if you're sick Lukies~ ^_^ pic.twitter.com/eDmb1sFyyD"
3.30545E+17,N,Do you know what Meds are R for Mania? Currently #FDA approved: #quetiapine AKA #Seroquel
3.30548E+17,N,"Watching Silver Lining and they are talking about bipolar people, Lithium, Trazodone, and Seroquel #cantescape #psychprobs #lithiumlevel<1.5"
3.30563E+17,N,Right about now I should take trazodone to knock my lights out but maybe twitter jail will instead
3.30571E+17,N,@tittuck i'm on fluoxetine too!! med twins!!
3.30609E+17,N,"@cherrylipsy2k a bit dodgy coz I've come off the fluoxetine. Did it very gradually and sensibly, but still lots of side-effects! You?"
3.30697E+17,N,Simple summary of Zoledronic acid efficacy in MEN. Nejm paper 2012 1st trial with fracture primary end point pic.twitter.com/SMQz1OQb6c
3.3074E+17,N,"Marketing Idea: fluoxetine & docusate sodium. Brand Name ""relaxatives"""
3.30742E+17,Y,Gave in wholeheartedly today to my olanzapine munchies. Had already had an ice cream and milkshake before this :-0 pic.twitter.com/mRZzNWzwRL
3.30744E+17,N,"treatment: 1) antibiotic therapy: cotrimazole, ciprofloxacin,cephalosporin,amoxycillin"
3.30758E+17,Y,@AquafarE The only things I know I'm allergic to are sulfa drugs and ciprofloxacin.
3.30778E+17,N,2 extra fluoxetine pills & 3 citalopram pills to hopefully make losing a 3 year friendship a bit easier..especially when idk why it's ending
3.30904E+17,N,Fun Facts: Do U know what Meds are R for bipolar depression? Currently #FDA approved lamotrigine AKA #Lamictal
3.3092E+17,N,catch me at parties in the corner thinkin about trazodone gettin wasted cuz all u Had to eat today was half a dunkin donuts bagel..........
3.30934E+17,N,@kamiekaymee @Psycholyst then i recommend trazodone or ambien.
3.30945E+17,N,why am i always still up this late?? days go by much smoother with some good sleep...well #klonopin and trazodone with a #doobie might help
3.30948E+17,N,"Ciprofloxacin has its speech circuit harmony mere chance sectors yea for instance herbaceous, graceful supplemen:"
3.30997E+17,Y,Hubs made me take olanzapine last night. Feel rubbish this morning. Really down. Think I'm relapsing. Work is definitely the trigger
3.31004E+17,Y,"@MerePrototype Probably the combination with my fluoxetine. But I can't move that to night time, it makes me have bad dreams."
3.31047E+17,N,slutty ofloxacin
3.31096E+17,N,"Salius Pharma launces a new Dermatophytosis cream and branded it as STROBAC PLUS(Clobetasol,ofloxacin,ornidazole,terbinafine) in Indian mkt."
3.31138E+17,N,my therapist warned me about that and my current doc won't prescribe them to me but THEY WORK 220% BETTER FOR ME THAN TRAZODONE
3.31146E+17,Y,"For anxiety to penetrate through my drowsy haze (a result of the triumvirate of fluoxetine, pregabalin, amoxicillin?) is pretty good going."
3.31147E+17,N,"@MeganLCowan Venlafaxine, generic for Effexor. It's been the only med that REALLY helped in the 20 years I've had FM but..."
3.31152E+17,N,@ecrjones I'm slowly putting the lamotrigine back up and I'm back on O but I really shouldn't be at work
3.31244E+17,N,Depakote and Trazodone are friends of mine right now. Having to get up at 8am is fucking not. Useless group.
3.31282E+17,N,"All right, brain, all right, I'll take my fucking paroxetine! I was just, you know, for a couple of days! Jesus. #GetYourHalfLifeOffMyLawn"
3.31315E+17,N,dip the blunt in fluoxetine
3.31353E+17,N,"wow I took 3 melatonin pills, 2 fluoxetine pills, and 2 citalopram pills :o I'm gonna be out all day I think"
3.31366E+17,N,Can I take piriton while I'm on ciprofloxacin?! Someone help me plz
3.31371E+17,Y,-9.5lbs in 14 days. Obvious now that I should have stopped the quetiapine a long long time ago before I got in this state
3.31384E+17,Y,"Question: recently I have been hyper-sensitive to different textures, does anyone know if this is a bipolar / lamotrigine thing??"
3.31389E+17,N,>> For Anxiety orÂ Depression : - Antidepressants Ex. FluoxetineÂ  - Antianxiety agents Ex. DiazepamÂ 
3.31412E+17,Y,Extra Quetiapine and two Zopiclone still aren't helping me sleep. Head full of broken biscuits at 4am with horrid intrusive thoughts
3.31438E+17,Y,Had a great few hours on my bike but exercise drives my #olanzapine munchies. Getting fed up with not being able to fit into summer wardrobe
3.31446E+17,N,Popped some trazodone fam bout to be knocked out hurray
3.3145E+17,N,No nicotine and no fluoxetine. I'm not going to be a fun person to be around.
3.31456E+17,N,"Hey, Hipsters, haven't you heard? Quetiapine is the new MDMA. #bipolarlifestylechoice"
3.31494E+17,N,"Common side effects of fluoxetine (for stress, anxiety and depression) is completed suicide. Not quite what Id class as a 'side' effect."
3.31498E+17,N,"Happy Birthday Prozac!! 25yrs ago, Eli Lillyâ€™s Prozac (fluoxetine)became the 1st selective serotonin reuptake inhibitor (SSRI) to the market"
3.315E+17,Y,Note to self - nicotine lozenge & alcohol = nausea.
3.31541E+17,N,Anybody have 800mg of Lamotrigine I could borrow?
3.31568E+17,N,Kaitlynn can replace my fluoxetine and ill be okay forever
3.31581E+17,N,@MissMcSpaz I'm glad someone does. Fluoxetine and lack of sleep is not a good mixture :P
3.31581E+17,N,@Joyster2012 It's not considered a good idea to take valerian with venlafaxine (which I'm on) sadly.
3.31642E+17,Y,Wide awake and this trazodone starting to feel like a sugar pill.. I'd actually prefer to be at work right bout now.
3.31652E+17,N,@Lanternlizard I usually take an IR quetiapine at night. Didn't tonight. That's part of the issue.
3.31658E+17,N,Really wish I could sleep. And that I didn't run out of trazodone. I hate being an insomniac.
3.3166E+17,N,"@liseed Trazodone doesnt work for me. I wish it did. I swear I need a propofol drip, lol. #hateInsomnia"
3.31692E+17,N,Some fantastic talks at this years #PRIMO17. Lots of new work on impacts of fluoxetine in the aquatic environment #prozac #Antidepressants
3.31693E+17,N,"#WhyICantSleepAtNight all you within this trend prolly...likely need some meds! Ambien, Xanax,trazodone. Somethin.damn or take a quick run"
3.31717E+17,N,@wilde >worst and Fluoxetine to be the best.
3.31727E+17,N,@TwtySmthngProbs I love my trazodone. Like my lifesaver.
3.31809E+17,N,@DoctorChristian can you take the pill if you're taking lamotrigine for epilepsy?
3.31812E+17,N,@beatmydrums Very rarely lamotrigine can cause an increase in seizures. Talk to your epilepsy nurse or specialist.
3.31819E+17,Y,Morning fluoxetine burp makes me want to ralph.
3.31819E+17,N,"@mavisMacCruet Mavis, may I recommend 60mg of fluoxetine daily to help with your obsessive compulsive disorder?? #McCann"
3.31827E+17,N,"@bpdprincessx it is but i dont know if its due to the lamotrigine, baby brain, dissociation or just forgetfulness, its concerning. Xx"
3.31834E+17,N,Two antidepressants - mirtazapine and fluoxetine - have been linked to a significantly increased risk for Clostridium difficile infection..
3.31862E+17,N,"Ciprofloxacin has its social intercourse inflowing nonessential sectors likewise as though herbaceous, easy supp:"
3.31879E+17,N,"@sargoldilocks ah nicotine lozenges got me off smoking. It broke the ""cig in hand"" habit, that's the worst part I found."
3.31886E+17,N,Dear quetiapine anytime you'd like to work would be good for me
3.319E+17,N,Finally in bed. Double dose of venlafaxine on board and definitely feeling it. Hope I sleep without being woken up in pain again...
3.31903E+17,N,Thank God for trazodone.
3.31959E+17,N,Depression medications mirtazapine and fluoxetine may increase a person's risk of developing Clostridium difficile infection (CDI) by as ..
3.31961E+17,N,I love when my #Trazodone kicks in after I've forgotten I've taken it. Groggy tweets commence.
3.3204E+17,N,".@stillgray @rarebasement @mikesacco As a guy on Adderall and Fluoxetine, I can attest that our brain chemistry is not constant."
3.32045E+17,N,Depression medications mirtazapine and fluoxetine may increase a person's risk of developing Clostridium difficile infection (CDI) by as ..
3.32075E+17,N,"I need a fu kin prozac , volume or somethin this morning"
3.3208E+17,N,Going to get a massive supply of Prozac for all the Utd supporters !! #pipeandslippersforalex
3.32086E+17,N,"@Horanscupoftea remember when we would do cymbalta commercials and put in things like ""broken arm"" and stuff? haha"
