@RELATION twitter-adr
@ATTRIBUTE id NUMERIC
@ATTRIBUTE allergic NUMERIC
@ATTRIBUTE am NUMERIC
@ATTRIBUTE appetite NUMERIC
@ATTRIBUTE bad NUMERIC
@ATTRIBUTE bananas NUMERIC
@ATTRIBUTE bed NUMERIC
@ATTRIBUTE been NUMERIC
@ATTRIBUTE body NUMERIC
@ATTRIBUTE but NUMERIC
@ATTRIBUTE can NUMERIC
@ATTRIBUTE caused NUMERIC
@ATTRIBUTE causing NUMERIC
@ATTRIBUTE chemical NUMERIC
@ATTRIBUTE commercial NUMERIC
@ATTRIBUTE contain NUMERIC
@ATTRIBUTE crippled NUMERIC
@ATTRIBUTE crying NUMERIC
@ATTRIBUTE cymbalta NUMERIC
@ATTRIBUTE definitely NUMERIC
@ATTRIBUTE depression NUMERIC
@ATTRIBUTE diary NUMERIC
@ATTRIBUTE dont NUMERIC
@ATTRIBUTE drowsy NUMERIC
@ATTRIBUTE due NUMERIC
@ATTRIBUTE effexor NUMERIC
@ATTRIBUTE experiencing NUMERIC
@ATTRIBUTE fda NUMERIC
@ATTRIBUTE feel NUMERIC
@ATTRIBUTE fluid NUMERIC
@ATTRIBUTE found NUMERIC
@ATTRIBUTE gain NUMERIC
@ATTRIBUTE gained NUMERIC
@ATTRIBUTE glassncision NUMERIC
@ATTRIBUTE had NUMERIC
@ATTRIBUTE hating NUMERIC
@ATTRIBUTE headaches NUMERIC
@ATTRIBUTE help NUMERIC
@ATTRIBUTE hurts NUMERIC
@ATTRIBUTE i NUMERIC
@ATTRIBUTE is NUMERIC
@ATTRIBUTE it NUMERIC
@ATTRIBUTE lamotrigine NUMERIC
@ATTRIBUTE lbs NUMERIC
@ATTRIBUTE legs NUMERIC
@ATTRIBUTE lozenge NUMERIC
@ATTRIBUTE made NUMERIC
@ATTRIBUTE makes NUMERIC
@ATTRIBUTE making NUMERIC
@ATTRIBUTE me NUMERIC
@ATTRIBUTE messed NUMERIC
@ATTRIBUTE munchies NUMERIC
@ATTRIBUTE muscle NUMERIC
@ATTRIBUTE my NUMERIC
@ATTRIBUTE natural NUMERIC
@ATTRIBUTE neck NUMERIC
@ATTRIBUTE next NUMERIC
@ATTRIBUTE nicotine NUMERIC
@ATTRIBUTE nightmare NUMERIC
@ATTRIBUTE off NUMERIC
@ATTRIBUTE olanzapine NUMERIC
@ATTRIBUTE on NUMERIC
@ATTRIBUTE pain NUMERIC
@ATTRIBUTE pains NUMERIC
@ATTRIBUTE person NUMERIC
@ATTRIBUTE pic NUMERIC
@ATTRIBUTE prozac NUMERIC
@ATTRIBUTE quetiapine NUMERIC
@ATTRIBUTE restless NUMERIC
@ATTRIBUTE retention NUMERIC
@ATTRIBUTE rivaroxaban NUMERIC
@ATTRIBUTE rt NUMERIC
@ATTRIBUTE same NUMERIC
@ATTRIBUTE sense NUMERIC
@ATTRIBUTE seroquel NUMERIC
@ATTRIBUTE sick NUMERIC
@ATTRIBUTE since NUMERIC
@ATTRIBUTE skin NUMERIC
@ATTRIBUTE sleep NUMERIC
@ATTRIBUTE stone NUMERIC
@ATTRIBUTE taking NUMERIC
@ATTRIBUTE tendon NUMERIC
@ATTRIBUTE this NUMERIC
@ATTRIBUTE though NUMERIC
@ATTRIBUTE tired NUMERIC
@ATTRIBUTE uberfacts NUMERIC
@ATTRIBUTE up NUMERIC
@ATTRIBUTE was NUMERIC
@ATTRIBUTE weight NUMERIC
@ATTRIBUTE withdrawal NUMERIC
@ATTRIBUTE withdrawals NUMERIC
@ATTRIBUTE wondering NUMERIC
@ATTRIBUTE zombie NUMERIC
@ATTRIBUTE d2v0 NUMERIC
@ATTRIBUTE d2v1 NUMERIC
@ATTRIBUTE d2v2 NUMERIC
@ATTRIBUTE d2v3 NUMERIC
@ATTRIBUTE d2v4 NUMERIC
@ATTRIBUTE d2v5 NUMERIC
@ATTRIBUTE d2v6 NUMERIC
@ATTRIBUTE d2v7 NUMERIC
@ATTRIBUTE d2v8 NUMERIC
@ATTRIBUTE d2v9 NUMERIC
@ATTRIBUTE d2v10 NUMERIC
@ATTRIBUTE d2v11 NUMERIC
@ATTRIBUTE d2v12 NUMERIC
@ATTRIBUTE d2v13 NUMERIC
@ATTRIBUTE d2v14 NUMERIC
@ATTRIBUTE d2v15 NUMERIC
@ATTRIBUTE d2v16 NUMERIC
@ATTRIBUTE d2v17 NUMERIC
@ATTRIBUTE d2v18 NUMERIC
@ATTRIBUTE d2v19 NUMERIC
@ATTRIBUTE d2v20 NUMERIC
@ATTRIBUTE d2v21 NUMERIC
@ATTRIBUTE d2v22 NUMERIC
@ATTRIBUTE d2v23 NUMERIC
@ATTRIBUTE d2v24 NUMERIC
@ATTRIBUTE d2v25 NUMERIC
@ATTRIBUTE d2v26 NUMERIC
@ATTRIBUTE d2v27 NUMERIC
@ATTRIBUTE d2v28 NUMERIC
@ATTRIBUTE d2v29 NUMERIC
@ATTRIBUTE d2v30 NUMERIC
@ATTRIBUTE d2v31 NUMERIC
@ATTRIBUTE d2v32 NUMERIC
@ATTRIBUTE d2v33 NUMERIC
@ATTRIBUTE d2v34 NUMERIC
@ATTRIBUTE d2v35 NUMERIC
@ATTRIBUTE d2v36 NUMERIC
@ATTRIBUTE d2v37 NUMERIC
@ATTRIBUTE d2v38 NUMERIC
@ATTRIBUTE d2v39 NUMERIC
@ATTRIBUTE d2v40 NUMERIC
@ATTRIBUTE d2v41 NUMERIC
@ATTRIBUTE d2v42 NUMERIC
@ATTRIBUTE d2v43 NUMERIC
@ATTRIBUTE d2v44 NUMERIC
@ATTRIBUTE d2v45 NUMERIC
@ATTRIBUTE d2v46 NUMERIC
@ATTRIBUTE d2v47 NUMERIC
@ATTRIBUTE d2v48 NUMERIC
@ATTRIBUTE d2v49 NUMERIC
@ATTRIBUTE d2v50 NUMERIC
@ATTRIBUTE d2v51 NUMERIC
@ATTRIBUTE d2v52 NUMERIC
@ATTRIBUTE d2v53 NUMERIC
@ATTRIBUTE d2v54 NUMERIC
@ATTRIBUTE d2v55 NUMERIC
@ATTRIBUTE d2v56 NUMERIC
@ATTRIBUTE d2v57 NUMERIC
@ATTRIBUTE d2v58 NUMERIC
@ATTRIBUTE d2v59 NUMERIC
@ATTRIBUTE d2v60 NUMERIC
@ATTRIBUTE d2v61 NUMERIC
@ATTRIBUTE d2v62 NUMERIC
@ATTRIBUTE d2v63 NUMERIC
@ATTRIBUTE d2v64 NUMERIC
@ATTRIBUTE d2v65 NUMERIC
@ATTRIBUTE d2v66 NUMERIC
@ATTRIBUTE d2v67 NUMERIC
@ATTRIBUTE d2v68 NUMERIC
@ATTRIBUTE d2v69 NUMERIC
@ATTRIBUTE d2v70 NUMERIC
@ATTRIBUTE d2v71 NUMERIC
@ATTRIBUTE d2v72 NUMERIC
@ATTRIBUTE d2v73 NUMERIC
@ATTRIBUTE d2v74 NUMERIC
@ATTRIBUTE d2v75 NUMERIC
@ATTRIBUTE d2v76 NUMERIC
@ATTRIBUTE d2v77 NUMERIC
@ATTRIBUTE d2v78 NUMERIC
@ATTRIBUTE d2v79 NUMERIC
@ATTRIBUTE d2v80 NUMERIC
@ATTRIBUTE d2v81 NUMERIC
@ATTRIBUTE d2v82 NUMERIC
@ATTRIBUTE d2v83 NUMERIC
@ATTRIBUTE d2v84 NUMERIC
@ATTRIBUTE d2v85 NUMERIC
@ATTRIBUTE d2v86 NUMERIC
@ATTRIBUTE d2v87 NUMERIC
@ATTRIBUTE d2v88 NUMERIC
@ATTRIBUTE d2v89 NUMERIC
@ATTRIBUTE d2v90 NUMERIC
@ATTRIBUTE d2v91 NUMERIC
@ATTRIBUTE d2v92 NUMERIC
@ATTRIBUTE d2v93 NUMERIC
@ATTRIBUTE d2v94 NUMERIC
@ATTRIBUTE d2v95 NUMERIC
@ATTRIBUTE d2v96 NUMERIC
@ATTRIBUTE d2v97 NUMERIC
@ATTRIBUTE d2v98 NUMERIC
@ATTRIBUTE d2v99 NUMERIC
@ATTRIBUTE class {N,Y}
@DATA
340382619596365825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00495279,0.00233194,-0.0117396,-0.00170183,-0.0117083,0.00847431,0.00601872,-0.00831067,-0.000177293,0.000515469,-0.000845719,-0.0109249,-0.0101302,-0.012211,0.00550094,0.0157448,0.00922923,-0.00723026,0.00457206,-0.00447385,-0.00824939,-0.00341866,0.0026145,0.016912,0.00652586,-0.00215313,0.00421663,0.00788365,-0.0144739,-0.000777783,-0.00801205,0.00181771,-0.00308068,-0.00381153,-0.0032583,0.0063554,0.00175403,-0.00644385,0.00927465,-0.011659,-0.00665094,-0.00590233,0.00263274,-0.00131091,-0.000115895,-0.00588318,0.0125334,0.00755872,0.00725007,-0.00607326,-0.00434516,0.00241822,0.00232771,-0.00216371,0.00258969,-0.00261878,0.00290435,0.0026674,-0.00972618,-0.010798,-0.00851394,0.00806933,0.00301412,-0.00643784,0.0058207,-0.000782073,-0.0027786,0.00213865,0.00236341,-0.0074127,-0.0105763,-0.00488303,-0.00360031,0.0016277,-0.00434594,-0.00437661,-0.00111245,0.00650082,0.00889031,0.00332133,-0.0101669,0.0109041,-0.00105462,-0.00429312,0.00626244,-6.13556e-05,-0.0119657,-0.0100077,0.0118586,-0.0146409,-0.0142964,-0.000593036,-0.0106049,0.00812736,-0.00176731,0.00706754,0.00292021,0.00295748,0.00475331,0.00854571,N
340384791625072640,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293575,0.00526384,-0.00626402,0.00136965,-0.0125004,0.00738387,-0.000834834,-0.0158392,0.00135201,0.00890884,8.15204e-05,-0.0124918,-0.0178772,-0.0159095,0.0100249,0.0131388,0.00768948,-0.00833886,0.00412915,-0.000549726,-0.00482589,0.00390654,0.00691197,0.0170679,0.00640169,0.000433555,0.00473905,0.00525407,-0.00804481,-0.00796318,-0.0113773,0.00381716,-0.00455373,-0.00205122,0.00150676,0.00212454,0.000253281,0.00217217,0.00935101,-0.011856,-0.00627428,-0.00978,-0.00660226,-0.00560974,0.00750934,-0.00604708,0.00964763,0.00396863,0.00252983,0.00208871,-0.00148588,-0.00665611,-0.00181393,-0.00613621,-0.00664388,-0.0082636,0.00647862,0.00233205,-0.00132582,-0.00525309,-0.0057103,0.00607273,-0.00207737,0.00134211,0.0143029,0.0035862,-0.00441496,0.004539,-0.00227813,-0.00561895,-0.00531141,-0.00822619,-0.00892971,-0.00134888,-0.0113767,0.000708369,0.00346456,0.00154328,0.00891651,0.00349825,-0.00706699,0.00811099,-0.00714536,-0.00119542,0.00684291,-0.0024718,-0.0124506,-0.00586089,0.0140448,-0.0241976,-0.0211151,0.000449628,-0.00863472,0.00591829,-0.00672708,0.00785688,0.00469782,0.00474333,0.00409668,0.00284746,N
340387529050177536,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336095,-0.0027982,-0.00441426,0.00216594,-0.00299723,-0.00121907,-0.00333925,-0.000314784,-0.00421674,0.00244706,-0.0025755,0.00375079,0.00530473,-0.0038573,-0.00169658,-0.00432747,-0.00065035,0.00286707,0.00466079,0.00470215,0.00179725,0.00264687,-0.000234007,-0.00457074,0.00141245,0.00323584,0.003248,-0.00110328,-0.00387115,0.0051296,0.00452298,-0.0044842,0.00195369,0.000809433,0.00154206,0.00147444,0.00362236,0.0010204,0.0042957,0.00410262,-0.00140229,-0.00161373,-0.00198423,0.00199064,0.0018734,0.00156162,0.00389161,0.000749286,0.00392228,-0.00300568,-0.000546842,-0.00205076,-0.00278687,0.00156051,0.00291856,0.00216976,0.000865979,-0.00447904,0.000577168,-0.00223183,0.0019384,-0.000320825,-0.00155993,-0.00152352,-0.00181066,-0.00229196,-0.00180365,0.00411732,0.00128037,0.00434223,0.0033552,0.00497684,0.00518818,-0.00241206,0.000155472,0.00113672,-0.00358648,0.00215721,0.000790794,0.00144587,-0.00353085,-0.000601231,0.00363726,0.00484708,-0.00279733,0.00308327,9.52107e-05,0.00507035,-0.00441967,-0.00239067,-2.91345e-05,-0.00332626,-0.000604189,-0.00122366,0.00423688,0.00221634,-0.00054247,-0.00279392,-0.00116753,-0.00249929,N
340387906843705344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844356,0.0175182,-0.0208605,0.00833553,-0.0241809,0.0160994,0.00591101,-0.0168357,-0.00117246,0.0138193,-0.00937662,-0.0157187,-0.0283296,-0.0179654,0.0119864,0.0215689,0.0109519,-0.0145769,0.0106322,-0.00961826,-0.0125017,0.00227723,0.00496851,0.0203595,0.0170357,0.00429466,0.00294793,0.00846292,-0.0189568,-0.00837045,-0.0137781,-0.00057802,-0.00693663,0.00407898,-0.00134584,0.00609931,-0.00303709,-0.00677709,0.0153286,-0.0255006,-0.0207271,-0.0104935,-0.00653947,-0.0135159,0.00841532,-0.00459987,0.026138,0.0144226,0.00656996,0.00187119,-0.00112287,-0.00302507,0.00489412,-0.00167973,-0.0029932,-0.0141176,0.000748099,-0.00244977,-0.00656829,-0.0134824,-0.0117698,0.00926224,0.00139208,-0.0024115,0.0151428,0.00405382,-0.0104815,0.0108142,0.00463072,-0.00987631,-0.0121856,-0.0114296,-0.0110414,0.00452834,-0.0149411,-0.00180059,0.00768073,0.0135608,0.0134047,0.00562207,-0.0112472,0.0171657,-0.00903683,-0.0072981,0.0104805,-0.00845489,-0.0153842,-0.0170897,0.0219789,-0.0370778,-0.0305203,0.00244882,-0.0143816,0.0112719,-0.0129743,0.00864346,0.0100134,0.0190465,0.00383186,0.0098476,N
340390417646374912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244329,-0.00682153,0.00451255,-0.00484468,0.00348964,-0.00665432,0.000597693,0.0066421,0.00405004,0.00142502,-0.00172485,0.00591015,0.00973576,0.00853586,-0.00149324,-0.0114768,-0.00642302,0.00224701,-0.0032398,0.000428122,0.00569134,0.00401278,-0.00674321,-0.00483782,-0.00387278,-0.00220359,0.00039289,0.00144789,0.00512736,0.00666537,0.00435267,0.00368613,0.00435893,-0.000566356,0.00376362,-0.00128391,0.00270929,-0.00201007,0.000543098,0.00474686,0.00914981,-0.00143957,-0.000498263,0.00654215,-0.00299289,-0.00163215,-0.011074,0.000454121,0.00094108,0.00559506,0.00116168,0.00393131,-0.00345805,0.00287335,0.000613916,-0.00106855,-0.00303681,-0.00406205,0.00798876,0.00226004,0.0016344,-0.00285878,-0.00546618,-0.000343837,-0.00624878,0.000432539,-0.00309762,-0.00353391,-0.00243821,-0.00209497,0.00695919,0.0013782,0.00569447,-0.00331862,0.000696313,0.00137354,-0.00148492,0.000534505,-0.00165523,-0.00419503,0.00608761,-0.00598903,0.00532546,-0.000460151,-0.0037948,0.00578754,0.00737491,0.00600384,-0.00668077,0.0109748,0.012276,0.0030818,0.00100611,-0.00202519,0.00825657,-0.00488757,0.000462746,-0.00875693,-0.00427598,-0.00666069,N
340398510069411842,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122435,0.0395368,-0.0503891,0.0143923,-0.0584671,0.0469697,0.00991286,-0.0593018,0.00377511,0.0340391,-0.0152447,-0.0471189,-0.0709464,-0.0681359,0.0433045,0.0771738,0.0282814,-0.0502131,0.0293801,-0.0233248,-0.0283882,-0.00629591,0.0259659,0.0736143,0.0607865,0.00738146,0.00953763,0.0308221,-0.0699935,-0.0375072,-0.0480402,0.00790466,-0.0136409,0.000207703,0.00970147,0.02353,3.65565e-05,-0.0146306,0.0347114,-0.0798064,-0.0618048,-0.026867,-0.00956487,-0.0280565,0.0230345,-0.0163647,0.0608127,0.0393032,0.0224356,-0.00593432,-0.00701334,-0.0127883,0.0111602,-0.00420383,-0.00819577,-0.0343835,0.0113903,-0.00606784,-0.0266209,-0.0383438,-0.0296721,0.0334446,0.0181283,-0.0122475,0.0551372,0.00636443,-0.0142111,0.0186825,0.00520217,-0.0170059,-0.0363837,-0.0187301,-0.0384366,0.0216985,-0.031841,-0.00453037,0.0249619,0.0317733,0.0241043,0.0191579,-0.0416377,0.0469694,-0.0233829,-0.0279909,0.025552,-0.0147698,-0.051397,-0.0473676,0.0724608,-0.0970247,-0.0929548,0.00822076,-0.039458,0.0260593,-0.0353687,0.0361186,0.0327995,0.0483542,0.0217529,0.0217698,N
340398625781862400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00307353,0.00289222,-0.00936092,0.00206134,-0.0115004,0.00497385,-0.00103977,-0.0161998,0.00462682,0.00260652,-0.000561145,-0.00645349,-0.0132715,-0.0163377,0.00665917,0.0120688,0.00180191,-0.0103866,0.00163227,-0.00494016,-0.00569072,-0.00115406,0.00913887,0.0200533,0.0123953,0.00507832,0.000364123,0.00997897,-0.0105075,-0.0050131,-0.00700479,-0.00190599,-0.00331503,0.000289317,0.00363821,0.00798668,-0.000781095,0.00247001,0.0100162,-0.0141824,-0.0124291,-0.0108306,0.00252924,-0.00422203,0.00593059,-0.000606881,0.00960152,0.0032289,5.77771e-05,-0.0034085,0.000401422,-0.000437251,0.00010747,-0.00372218,-0.00160667,-0.00396261,0.006752,-0.00267346,-0.00582448,-0.00936577,-0.00965996,0.00743902,0.000769888,0.00195054,0.00588989,0.00222091,-0.0054524,0.00638891,-0.00333002,-0.00690949,-0.00963662,-0.00192307,-0.00903256,0.000359614,-0.00477022,0.00403054,0.00926255,0.003361,0.00163626,0.00561033,-0.0111434,0.0144237,-0.00449682,-0.00199595,0.00298635,-0.00542422,-0.00533063,-0.00978273,0.0110267,-0.0166852,-0.0187135,0.00618508,-0.012923,0.00315882,-0.00380454,0.0083263,0.00175708,0.0135819,0.000597324,0.00497505,N
340425343234093056,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00524706,0.00567297,-0.0147147,0.0035872,-0.0173213,0.00718112,0.00613226,-0.0118382,-0.00341673,0.0117477,-0.00133267,-0.0137357,-0.0219852,-0.0106261,0.0117209,0.0128749,0.0091734,-0.0133641,0.00446535,-0.00715498,-0.00621417,-0.00512487,0.0019228,0.015915,0.00968541,-0.00214557,0.00220914,0.00593423,-0.0185577,-0.0123952,-0.0125114,0.00257847,-0.00334099,0.0012447,0.0036535,0.00248585,-0.00174544,-0.00444693,0.00293827,-0.0218942,-0.0164282,-0.00900129,-0.00462604,-0.00912895,0.0028542,0.00120296,0.0165348,0.00845853,0.00557148,-0.00338142,-0.00709008,0.000979138,0.00164042,2.57903e-05,0.00121053,-0.00991019,0.0079805,0.00124067,-0.00704284,-0.00580404,-0.00905757,0.00577835,-0.000426701,0.000255634,0.0166848,0.00476718,-0.00534174,0.00269002,0.00311631,-0.00485023,-0.0140051,-0.00770867,-0.0126126,0.0085026,-0.00600823,-0.00352093,0.00762903,0.0060825,0.00384389,0.00159558,-0.0130785,0.0142289,-0.00997714,-0.00307742,0.0106973,-0.00155848,-0.0141219,-0.00926097,0.0144578,-0.0198734,-0.0182119,-0.00024768,-0.0135073,0.00835988,-0.00762536,0.00430882,0.00548414,0.0119798,0.00980036,0.00591184,N
340426591198928897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00528536,0.014515,-0.0127251,0.00707837,-0.0247945,0.0164075,0.00203836,-0.0186444,0.00451606,0.0125964,-0.00855036,-0.0107037,-0.0294708,-0.0249391,0.0165867,0.0210771,0.0117514,-0.0124254,0.00952367,-0.00982936,-0.0128695,0.00135584,0.0125028,0.0254113,0.0210176,0.006353,-0.00120982,0.0155267,-0.0233481,-0.0150749,-0.0122652,0.00521231,-0.00593963,-0.00472015,-0.00199994,0.00227576,0.00343949,0.000906038,0.0145723,-0.0321096,-0.0188792,-0.00890803,-0.00319778,-0.0099608,0.00631281,-0.00439147,0.021599,0.0108084,0.00609828,-0.00112395,-0.00827337,-0.00179136,0.000332598,-0.000979007,-0.00528392,-0.0146792,-0.000108206,-0.00435843,-0.00618919,-0.0122499,-0.00718886,0.0112895,0.0100517,-0.00490477,0.0226273,0.00634961,-0.00545161,0.00738547,0.000803974,-0.00839282,-0.0116624,-0.0103761,-0.0117732,0.00606629,-0.0126988,0.00358205,0.00792616,0.014244,0.0136598,0.00434615,-0.0189732,0.0162833,-0.00570239,-0.0136255,0.0101706,-0.00768707,-0.0191542,-0.0124624,0.0202209,-0.035657,-0.0314141,0.0067397,-0.00965183,0.0137212,-0.00902464,0.0144609,0.00968033,0.0171052,0.0109162,0.00987525,N
340431869826961408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000419958,0.00768091,-0.0166829,0.00184105,-0.0129635,0.00521441,0.00748798,-0.0162749,0.000988196,0.0113924,-0.00355815,-0.0100597,-0.0166646,-0.0131216,0.00963585,0.0174638,0.00657575,-0.00819819,0.0108085,-0.00994128,-0.00901798,-0.00536711,0.00858658,0.0154138,0.0147309,0.00462156,-0.000184437,0.00449619,-0.0129195,-0.00668009,-0.0103531,-0.00166194,-0.00124128,-0.00215241,0.00648738,0.00494434,0.00403685,-0.000308849,0.00384504,-0.0163539,-0.00818894,-0.00732432,-0.00135666,-0.00393268,0.00206119,-0.000715071,0.0189896,0.00522252,0.00722386,0.00189603,0.00243133,-0.00702915,-0.00104247,-0.00252053,0.00176073,-0.0108657,0.00380232,-0.00275603,-0.00892718,-0.010357,-0.00800216,0.00913256,0.00179319,-0.00325487,0.00919098,-0.00185876,-0.00632249,0.000613056,0.00432867,-0.00519178,-0.012908,-0.00519786,-0.0136594,0.00322586,-0.00475179,0.00376516,0.00478842,0.00962051,0.00484235,0.00117977,-0.00765875,0.0129365,-0.00872667,-0.00894783,0.00644992,-0.00627127,-0.0076908,-0.0113878,0.0151076,-0.0264578,-0.0240602,0.00479948,-0.0143322,0.00410633,-0.0108158,0.00534405,0.0100384,0.00712911,0.00154483,0.00488012,N
340432590945275904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533061,0.00889659,-0.0127692,-0.000983843,-0.0180397,0.00757201,0.00133127,-0.0191358,0.00282153,0.0132052,-0.00500889,-0.0148759,-0.0252338,-0.0216101,0.00737969,0.0242258,0.00434941,-0.0144175,0.00938294,-0.00432726,-0.00747467,0.00374184,0.004714,0.0204377,0.0203072,0.00217083,-0.00201679,0.011571,-0.0162014,-0.0122928,-0.0145484,0.00175008,0.000591056,-0.00320733,0.00193759,0.00937289,-0.000106918,-0.0011811,0.010445,-0.0192219,-0.0192047,-0.00439443,-0.00163546,-0.00978971,0.010481,-0.00534555,0.0183332,0.0140176,0.00476488,0.0023576,-0.0071042,0.00119566,0.000525102,-0.00573064,0.00240821,-0.00976169,0.00882047,-0.0014666,-0.00892776,-0.0139308,-0.00897126,0.0101488,0.00362816,-0.00402044,0.016784,0.00384733,-0.00833166,0.00486866,-0.00169549,-0.00337249,-0.0144211,-0.00663101,-0.0118409,0.00891757,-0.0119659,-0.00346725,0.0104713,0.00945679,0.00847604,0.00917798,-0.0117347,0.0143729,-0.00767097,-0.00389799,0.0132643,-0.00618596,-0.0158041,-0.0115432,0.0157585,-0.029722,-0.0234962,0.00767588,-0.015262,0.00801279,-0.00939838,0.00788289,0.00632306,0.0134466,0.00308637,0.010482,N
